faction,title,type,rarity,health,attack,defense,speed,crit_rate,crit_damage,resist,accuracy,skill_1,skill_2,skill_3,skill_4,skill_5
Banner Lords,Duelist,Attack,Uncommon,11400,1200,793,101,15,50,30,0,"Elan Level 1
 Attacks 1 enemy. Heals by 20% of the damage inflicted.
 
 Damage based on: [ATK]
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Heal +10%
 Lvl. 5 Damage +10%
 Lvl. 6 Damage +15%
 Lvl. 7 Heal +15%","Stunning Slice Level 1
 Attacks 1 enemy. Has a 50% chance of placing a [Stun] debuff for 1
 turn.
 
 Damage based on: [ATK]
 
 © Stun
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Damage +10%
 
 Lvl. 6 Buff/Debuff Chance +15%
 Lvl. 7 Damage +10%
 
 Lvl. 8 Cooldown -1",,,
Banner Lords,Fireblade,Attack,Uncommon,10080,1178,903,95,15,50,30,0,"Burning Spear Level 1
 Attacks 1 enemy. Places a 25% [Decrease ATK] debuff for 2 turns if
 this attack is critical.
 
 Damage based on: [ATK]
 
  
 
 x Decrease ATK
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +10%","Path of Flame Level 1
 Attacks 1 enemy 3 times. Each hit has a 30% chance of placing a
 2.5% [Poison] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 @ Poison
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Cooldown -1",,,
Banner Lords,Squire,Defense,Uncommon,15690,760,947,96,15,50,30,0,"Overhead Swing Level 1
 Attacks 1 enemy.
 
 Damage based on: [DEF]
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Weapon Breaker Level 1
 Attacks all enemies. Has a 30% chance of placing a 25% [Decrease
 ATK] debuff for 2 turns.
 
 Damage based on: [DEF]
 
  
 
 x Decrease ATK
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Damage +10%
 
 Lvl. 6 Cooldown -1
 
 ik a",,,
Banner Lords,Stalwart,HP,Uncommon,18000,738,815,87,15,50,30,0,"Rattle Level 1
 Attacks 1 enemy. Has a 25% chance of placing a [Block Cooldown
 Skills] debuff for 1 turn.
 
 Damage based on: [ATK]
 @ Block Cooldown Skills
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Headbutt Level 1
 Attacks 1 enemy 2 times. Has a 25% chance of placing a [Stun]
 debuff for 1 turn.
 
 Damage based on: [ATK]
 
 © Stun
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Damage +10%",,,
Barbarians,Aina,Attack,Epic,15855,1487,760,105,15,60,30,0,"Ferocity Level 1
 Attacks 1 enemy 2 times. Has a 10% chance of granting an Extra
 Turn.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Buff/Debuff Chance +5","Bloody Swath Level 1
 Attacks 1 enemy. Has an 80% chance of placing a 25% [Weaken
 debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
  
 
 x Weaken
 Lvl. 2 Damage +5%
 Lvl. 3 Buff/Debuff Chance +10
 
 Lvl. 4 Damage +10%
 Lvl. 5 Buff/Debuff Chance +10'","Overmaster Level 1
 Attacks 1 enemy. Before attacking, has an 80% chance of placing a
 60% [Decrease DEF] debuff for 2 turns. Heals this Champion by 10%
 of the damage inflicted.
 
 Damage based on: [ATK
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +10
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10",,
Barbarians,Atur,HP,Epic,19980,826,1145,96,15,50,45,0,"Roaring Leap Level 1
 Attacks 1 enemy. Has a 25% chance of placing a [Provoke] debuff
 for 1 turn.
 
 Damage based on: [DEF]
 
  
 
 Provoke
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +5%","Raging Bull Level 1
 Attacks 2 times at random. Each hit has a 50% chance of placing a
 [Provoke] debuff for 1 turn.
 
 Damage based on: [DEF]
 
  
 
 y Provoke
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +109
 Lvl. 5 Buff/Debuff Chance +15
 Lvl. 6 Cooldown -1","Adrenaline Rush [P] Level 1
 Heals this Champion by 15% of their MAX HP and places a
 |Counterattack] buff on this Champion for 2 turns when hit with a
 critical hit.
 
  
 
 == Counterattack
 
  
 
 Lvl. 2 Cooldown -1","Vigilant Partner [P] Level 1
 Immune to , , and debuffs.
 
 [Only available when is on the same team.]",
Barbarians,Jotun,HP,Epic,16680,991,1200,93,15,50,45,0,"Brute Strength Level 1
 Attacks 1 enemy. Has a 30% chance of placing a [Decrease DEF]
 debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +5'
 Lvl. 5 Buff/Debuff Chance +5","Burning Blade Level 1
 Attacks 1 enemy. Has a 75% chance of placing a [HP Burn] debuff
 for 4 turns.
 
 Damage based on: [ATK]
 
  
 
 ®@ HPBurn
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +109
 Lvl. 5 Buff/Debuff Chance +15
 Lvl. 6 Cooldown -1","Sear Away Level 1
 Attacks 1 enemy. Decreases the target's MAX HP by 30% of the
 damage dealt.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1",,
Barbarians,Kallia,Attack,Epic,12885,1597,848,106,15,57,30,0,"Superheated Hammer Level 1
 Attacks 1 enemy. Has a 30% chance of placing a [HP Burn] debuff
 for 2 turns.
 
 [Heals this Champion by 30% of the damage inflicted when Atur is
 on the same team.]
 
 Damage based on: [ATK)
 
  
 
 @ HPBurn
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%","Curse of Nullity Level 1
 Attacks all enemies. Has a 50% chance of placing a 100% [Heal
 Reduction] debuff for 2 turns.
 
 [Heals this Champion by 10% of the damage inflicted when Atur is
 on the same team.]
 
 Damage based on: [ATK]
 
  
 
 8B Heal Reduction
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +102
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1","Flame Tempest Level 1
 Attacks 3 times at random. Each hit has a 60% chance of placing a
 {HP Burn] debuff for 2 turns.
 
 [Heals this Champion by 15% of the damage inflicted when Atur is
 on the same team.]
 
 Damage based on: [ATK]
 
  
 
 @ HP Burn
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Aura
 Increases Ally ATK in all Battles by 25%.",
Barbarians,Woad-Painted,HP,Epic,19815,1013,969,92,15,50,45,0,"Cross Slash Level 1
 Attacks 1 enemy 2 times. Has a 25% chance of placing a [Block
 Cooldown Skills] debuff for 1 turn.
 
 Damage based on: [ATK] [HP]
 
  
 
 @ Block Cooldown Skills
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5'
 Lvl. 5 Damage +10%","Undying Fury Level 1
 Removes all debuffs from this Champion, then heals this Champion
 by 30% HP. Places a 30% [Reflect Damage] buff on this Champion
 for 2 turns.
 
  
 
 am Reflect Damage
 
  
 
 Lvl. 2 Cooldown -1","Overpower Level 1
 Attacks 1 enemy. Has a 75% chance of placing a [Block Cooldown
 Skills] debuff for 2 turns. Damage inflicted is proportional to this
 Champion's current HP.
 
 Damage based on: [ATK)
 
  
 
 6 Block Cooldown Skills
 
  
 
 Lvl. 2 Buff/Debuff Chance +59
 Lvl. 3 Buff/Debuff Chance +10
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Cooldown -1",,
Barbarians,Altan,Defense,Legendary,20145,837,1398,102,15,57,50,0,"Searing Blow Level 1
 Attacks 1 enemy. Has a 25% chance of placing a 50% [Decrease
 ATK] debuff for 2 turns.
 
 Damage based on: [DEF]
 
  
 
 a Decrease ATK
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5'
 Lvl. 5 Buff/Debuff Chance +10'
 Lvl. 6 Damage +10%","Wall of Flame Level 1
 Attacks 1 enemy. Places a 60% [Increase DEF] buff on all allies for 2
 turns. Places a [Shield] buff on all allies for 2 turns equal to 20% of
 their MAX HP if this attack kills an enemy.
 
 Damage based on: [DEF]
 
  
 
 @ increase DEF
 @ Shield
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Fiery Rebirth [Passive] Level 1
 Revives a random ally with 30% HP every time this Champion kills
 an enemy. Resets the cooldowns on this Champion's Skills if this
 Champion kills an enemy and all allies are alive.",,
Barbarians,Turvold,Attack,Legendary,17505,1498,914,93,15,63,40,0,"Crackling Blade Level 1
 Attacks 1 enemy 2 times. Has a 30% chance of placing a 25%
 [Weaken] debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 * Weaken
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +109
 Lvl. 5 Damage +10%
 
 Lvl. 6 Buff/Debuff Chance +10°","Ancestors’ Power Level 1
 Places a 50% [Increase ATK] buff, a 30% [Increase C. RATE] buff
 and a 30% [increase SPD) buff on this Champion for 2 turns. Grants
 an Extra Turn.
 
  
 
 - Increase ATK
 ¥ Increase C. RATE
 £ increase SPD
 
  
 
 Lvl. 2 Cooldown -1","Juggernaut Level 1
 Attacks 1 enemy 2 times. Damage increases according to the
 number of buffs on this Champion. If the target is killed, resets the
 cooldown of this skill.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +10%
 Lvl. 3 Damage +10%
 Lvl. 4 Cooldown -1
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1",,
Barbarians,Valkyrie,Defense,Legendary,17835,793,1597,104,15,50,50,0,"Denigration Level 1
 Attacks 1 enemy 2 times. Decreases Turn Meter by 10% on each hit
 if the target has any buffs.
 
 Damage based on: [ATK] [DEF]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Damage +5%","Stand Firm Level 1
 Attacks all enemies. Places a [Shie!d] buff on all allies for 3 turns
 and a [Counterattack] buff on all allies for 2 turns. The value of
 [Shield] and the damage inflicted are proportional to this
 Champion's DEF.
 
 Damage based on: [DEF]
 
 @ Shiela
 = Counterattack
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Shield +10%
 Lvl. 4 Damage +5%
 Lvl. 5 Shield +10%
 Lvl. 6 Damage +10%
 Lvl. 7 Cooldown -1","Jealousy [Passive] Level 1
 This Champion's Turn Meter will be increased by 10% each time an
 enemy Champion places a buff. Enemy Champions will have their
 Turn Meters decreased by 10% for each buff they receive.",,
Barbarians,Anointed,Support,Rare,15855,793,1178,91,15,50,30,0,"Mystic Chill Level 1
 Attacks 1 enemy 3 times. Has a 25% chance of placing a |Freeze}
 debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 3B Freeze
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%","Vigor Theft Level 1
 Attacks 1 enemy 2 times. Each hit has a 75% chance of stealing 1
 buff from the target.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5)
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10
 Lvl. 6 Cooldown -1","Chant of Violence Level 1
 Fills the Turn Meter of all allies by 25%. Places a 30%
 TE} buff on all allies for 2 turns.
 
  
 
 e Increase C. RATE
 
  
 
 Lvl. 2 Cooldown -1",,
Barbarians,Berserker,Attack,Rare,14535,1266,793,98,15,57,30,0,"All-Out Attack Level 1
 Attacks 1 enemy. Fills this Champion's Turn Meter by 30% if this
 attack is critical.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Havoc Level 1
 Attacks 1 enemy. Grants an Extra Turn if the target is killed.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Sweep Level 1
 Attacks all enemies 2 times. Will ignore 20% of each target's DEF.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5
 Lvl. 4 Damage +10%",,
Barbarians,Bloodbraid,HP,Rare,19650,892,826,89,15,50,40,0,"Enraging Prowess Level 1
 Attacks 1 enemy. Has a 25% chance of placing a [Provo
 for 1 turn.
 
 Damage based on: [ATK)
 
  
 
 ¥ Provoke
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +5)
 Lvl. 5 Damage +15%
 
 Lvl. 6 Buff/Debuff Chance +10","Tireless Assault Level 1
 Attacks 1 enemy 3 times. Has a 25% chance of granting an Extra
 Turn.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +15%
 
 Lvl. 5 Buff/Debuff Chance +10
 Lvl. 6 Cooldown -1","Lifecurse Level 1
 Attacks 1 enemy. Places a 100% [Heal Reduction] debuff for 2
 turns. Heals this Champion by 30% of the damage dealt.
 
 Damage based on: [ATK)
 
  
 
 eA Heal Reduction
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +15%
 Lvl. 5 Cooldown -1",,
Barbarians,Elder,Defense,Rare,14865,914,1123,92,15,50,40,0,"Mocking Blow Level 1
 Attacks 1 enemy. Has a 25% chance of placing a [Provoke] debuff
 for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 F Provoke
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Intercede Level 1
 Places a 50% [Ally Prote on the most injured ally for 2 turns.
 Grants an Extra Turn.
 
  
 
 K Ally Protection
 
  
 
 Lvl. 2 Cooldown -1","Take Vengeance Level 1
 Places a terattack) buff on this Champion for 2 turns. Heals
 this Champion by 15%.
 
  
 
 = Counterattack
 
  
 
 Lvl. 2 Cooldown -1",,
Barbarians,Marked,Support,Rare,19320,892,848,100,15,50,30,0,"Dance of Blades Level 1
 Attacks 1 enemy. Has a 30% chance of placing a 30% [Decrease
 DEF] debuff for 1 turn.
 
 Damage based on: [ATK)
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Buff/Debuff Chance +109
 Lvl. 3 Buff/Debuff Chance +10
 Lvl. 4 Buff/Debuff Chance +109
 Lvl. 5 Buff/Debuff Chance +10'
 Lvl. 6 Buff/Debuff Chance +10","Punishment of Gods Level 1
 Attacks all enemies. Places a 25% [Decrease ACC] debuff for 2
 turns.
 
 Damage based on: [ATK)
 
  
 
 ® Decrease ACC
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Totemic Power Level 1
 Debuffs] buff on all allies for 1 turn and a 60%
 | buff on all allies for 2 turns.
 
 Places a [8
 [Increase D
 
 g Block Debuffs
 @ Increase DEF
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1
 Lvl. 4 Cooldown -1",,
Barbarians,Ox,Attack,Rare,12225,1167,1046,98,15,57,30,0,"Onrush Level 1
 Attacks 1 enemy. Fills this Champion's Turn Meter by 10% if this
 attack is critical.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Shatter Defenses Level 1
 Attacks 1 enemy. Has a 60% chance of placing a 30% [Decrease
 DEF] debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Buff/Debuff Chance +5
 Lvl. 4 Buff/Debuff Chance +5)
 Lvl. 5 Buff/Debuff Chance +10'","Destroy Confidence Level 1
 Attacks 1 enemy. Has a 50% chance of placing a [Block Cooldown
 Skills] debuff for 2 turns. Has an extra 15% chance of inflicting a
 critical hit.
 
  
 
 Damage based on: [ATK)
 
  
 
 6 Block Cooldown Skills
 
  
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Buff/Debuff Chance +10'
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Cooldown -1",,
Barbarians,Sentinel,HP,Rare,18825,914,859,86,15,50,30,10,"Hook Level 1
 Attacks 1 enemy. Has a 60% chance of placing a [Provoke] debuff
 for 1 turn. Damage is proportional to ATK and DEF.
 
 Damage based on: [ATK] [DEF]
 
  
 
 F Provoke
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +10'
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +15","Glaive Swing Level 1
 Attacks all enemies. Has a 50% chance of placing a 25% [Decrease
 ATK) debuff for 2 turns. Has a 50% chance of placing a 100% [Heal
 Reduction] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 YW Decrease ATK
 Ke Heal Reduction
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Cooldown -1","Regeneration [Passive] Level 1
 Heals this Champion by 10% HP at the start of each turn. This Heal
 can be critical.",,
Barbarians,Skirmisher,Attack,Rare,15360,1211,793,94,15,50,30,0,"Twin Shafts Level 1
 Attacks 1 enemy 2 times. Inflicts 15% more damage against targets
 who have no active buffs.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Hexed Arrow Level 1
 Attacks 1 enemy. Decreases the target's Turn Meter by 20% if this
 attack is critical.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1","Dispelling Shot Level 1
 Attacks all enemies. Removes 1 random buff from each enemy.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1
 Lvl. 6 Cooldown -1",,
Barbarians,Slayer,Attack,Rare,15690,1233,782,90,15,57,30,0,"Vicious Strike Level 1
 Attacks 1 enemy. Has a 30% chance of placing a 25% [Decrease
 ATK) debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 3? Decrease ATK
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5)
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +10","Frost Burst Level 1
 Attacks all enemies.
 
 Damage based on: |ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Debilitate Level 1
 Attacks 1 enemy. Places a 5% [Poison] debuff for 2 turns. Has a
 75% chance of placing a [Stun] debuff for 1 turn.
 
 Damage based on: [ATK
 
  
 
 © Stun
 
 @ Poison
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +105
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1",,
Barbarians,Warmaiden,Attack,Rare,14700,1321,727,97,15,57,30,0,"Ferocious Attack Level 1
 Attacks 1 enemy. Has a 30% chance of placing a 2.5% [Poison]
 debuff for 1 turn.
 
 Damage based on: [ATK)
 
  
 
 @ Poison
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%
 Lvl. 6 Damage +10%","Opportunity Strike Level 1
 Attacks 1 enemy. Places a 50% [Increase ATK] buff on this
 Champion and places an extra hit if this attack is critical. The extra
 hit cannot be critical.
 
 Damage based on: [ATK)
 
  
 
 - Increase ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Crumbling Blast Level 1
 Attacks all enemies. Has a 75% chance of placing a 60% [Decrease
 DEF] debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Buff/Debuff Chance +10
 Lvl. 4 Buff/Debuff Chance +159
 Lvl. 5 Cooldown -1",,
Barbarians,Crusher,Defense,Uncommon,14370,870,925,96,15,50,30,0,"Scythe Level 1
 Attacks 1 enemy. Has a 25% chance of placing a 25% [Decrease
 ATK) debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 3? Decrease ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +5)
 Lvl. 5 Buff/Debuff Chance +5)","Savage Swipe Level 1
 Attacks 1 enemy. Places a [Counterattack] buff on this Champion
 for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 == Counterattack
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Cooldown -1",,,
Barbarians,Dervish,Attack,Uncommon,10080,1112,969,96,15,50,30,0,"Flurry Level 1
 Attacks 2 times at random. Has a 25% chance of placing a 30%
 [Decrease DEF] debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance","Sealing Arrow Level 1
 Attacks 1 enemy. Has a 50% chance of placing a 50% [Heal
 Reduction] debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 & Heal Reduction
 
  
 
 Lvl. 2 Buff/Debuff Chance +109
 Lvl. 3 Buff/Debuff Chance +10
 Lvl. 4 Buff/Debuff Chance +109
 Lvl. 5 Buff/Debuff Chance +20'
 Lvl. 6 Cooldown -1",,,
Barbarians,Outlander,Attack,Uncommon,9255,1299,837,96,15,50,30,0,"Savage Strike Level 1
 Attacks 1 enemy 2 times.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Talisman of Power Level 1
 Attacks all enemies. Has a 50% chance of decreasing the Turn
 Meter by 30%.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5'
 Lvl. 4 Damage +5%
 
 Lvl. 5 Damage +10%
 
 Lvl. 6 Buff/Debuff Chance +5
 Lvl. 7 Buff/Debuff Chance +109
 Lvl. 8 Cooldown -1",,,
Barbarians,Outrider,Attack,Uncommon,9915,1046,760,99,15,50,30,0,"Bodkin Level 1
 Attacks 1 enemy. Has a 30% chance of placing a 30% [Decrease
 DEF] debuff for 1 turn.
 
 Damage based on: [ATK)
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5)
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +10'","Fire Arrow Level 1
 Attacks 1 enemy. Decreases enemy MAX HP by 15% of damage
 dealt.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Cooldown -1","Salvo Level 1
 Attacks all enemies.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1",,
Barbarians,Pit Fighter,HP,Uncommon,16185,892,793,93,15,50,30,0,"True Strike Level 1
 Attacks 1 enemy. Has an extra 25% chance of placing a critical hit.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Damage +5%","Gust of Dust Level 1
 Attacks 1 enemy. Decreases the target's Turn Meter by 50%.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1",,,
Barbarians,Ritualist,Attack,Uncommon,13545,1068,782,96,15,50,30,0,"Power Slash Level 1
 Attacks 1 enemy 2 times. Has a 15% chance of decreasing enemy
 MAX HP by 25% of the damage dealt.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 
  
 
 Lvl. 5 Buff/Debuff Chan
 
 Lvl. 6 Buff/Debuff Chance +5","Wrath of Gods Level 1
 Attacks 1 enemy. Has a 75% chance of placing a 30% [Decrease
 DEF] debuff for 2 turns.
 
 Damage based on: [ATK
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1",,,
